6.125, 7.15, 2
4.725, 8.65, 2
3.525, 6.9, 2
3.925, 4.7, 2
7.275, 5.25, 2
8.875, 5.3, 2
8.925, 1.4, 2
5.225, 2.05, 2
8.825, 3.9, 2
8.375, 8, 2
8.225, 6.15, 2
6.375, 3.4, 2
6.175, 3.4, 2
4.875, 6.2, 2
2.875, 2.15, 2
3.175, 5.05, 2
5.725, 8.9, 2
7.625, 5.85, 2
5.025, 4.45, 2
6.125, 5.25, 2
5.175, 2.8, 2
4.525, 3.9, 2
5.525, 2.5, 2
3.625, 2.85, 2
3.325, 4.55, 2
2.525, 5.25, 2
5.975, 5.55, 2
4.575, 4.3, 2
3.825, 8.5, 2
6.575, 6.65, 2
5.825, 3.95, 2
8.675, 2.35, 2
7.675, 4.1, 2
10.675, 2.75, 2
10.575, 6.45, 2
11.475, 3.05, 2
11.125, 8.3, 2
9.925, 9.25, 2
7.275, 9.8, 2
12.625, 7, 2
11.325, 4, 2
9.025, 10.85, 2
21.125, 8.85, 5
19.625, 8.25, 5
19.575, 5.7, 5
21.925, 3.45, 5
19.375, 2.65, 5
18.625, 3.3, 5
22.475, 5.8, 5
21.975, 7.65, 5
23.075, 4.75, 5
21.675, 3.05, 5
21.625, 2.65, 5
24.075, 6.35, 5
22.875, 5.7, 5
21.425, 5.95, 5
22.775, 2.15, 5
25.125, 1.9, 5
23.275, 7.3, 5
23.875, 9.5, 5
21.725, 5.75, 5
21.075, 4.45, 5
20.525, 6.3, 5
19.725, 10.85, 5
20.925, 6.9, 5
19.825, 3, 5
23.275, 9.4, 5
21.625, 9.8, 5
23.525, 8.4, 5
23.275, 9.15, 5
24.175, 6.25, 5
25.325, 3, 5
26.775, 5.65, 5
25.825, 8.25, 5
25.925, 7.1, 5
24.775, 5.2, 5
24.875, 4.85, 5
23.525, 3.2, 5
23.875, 2.9, 5
22.175, 0.95, 5
20.575, 0.65, 5
19.775, 1.35, 5
20.525, 5.45, 5
13.075, 20.6, 8
10.825, 19.85, 8
9.925, 18.6, 8
12.075, 17.6, 8
16.825, 20, 8
18.325, 19.85, 8
18.625, 17.95, 8
17.025, 17.55, 8
16.675, 16.35, 8
19.525, 16.15, 8
19.625, 16.95, 8
15.925, 17.45, 8
17.025, 17.25, 8
15.375, 19.4, 8
15.575, 17.65, 8
13.375, 16.5, 8
14.875, 15.65, 8
10.525, 15.3, 8
15.875, 13.4, 8
15.975, 15.6, 8
19.425, 13.9, 8
15.875, 13.25, 8
12.875, 14.9, 8
14.875, 12.9, 8
11.925, 12.85, 8
13.575, 11.95, 8
16.425, 12.75, 8
17.325, 13.3, 8
15.375, 9.85, 7
15.725, 4.8, 7
26.575, 19.55, 0
0.675, 19.6, 0
1.975, 16.25, 0
7.175, 14.35, 7
23.325, 14.1, 7
